Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Temperature
864,-408,16806,57,30,43,243
870,-394,16808,67,28,39,243
866,-422,16772,57,25,31,243
860,-404,16782,64,27,33,244
840,-434,16792,72,40,42,243
842,-438,16828,60,39,39,243
844,-412,16776,65,35,34,243
850,-408,16812,57,29,42,243
858,-418,16792,56,22,35,243
846,-408,16818,63,25,32,243
850,-408,16752,58,27,42,243
822,-416,16806,67,26,41,244
870,-408,16814,66,24,35,243
858,-402,16814,65,25,33,243
850,-398,16780,60,24,43,243
854,-398,16782,60,27,40,243
824,-408,16816,68,35,43,243
848,-422,16792,66,32,42,243
858,-410,16788,60,34,41,243
856,-412,16778,51,32,38,243
880,-380,16826,60,32,44,243
846,-436,16800,62,22,29,244
856,-432,16784,65,27,41,243
860,-414,16814,69,24,28,243
864,-406,16834,68,14,36,244
870,-396,16800,63,18,45,243
872,-416,16800,66,19,32,243
840,-384,16814,62,32,42,243
838,-406,16812,56,27,34,243
864,-408,16810,61,35,45,243
856,-436,16758,57,32,41,243
824,-418,16788,64,35,26,243
856,-410,16810,53,31,39,243
834,-410,16794,56,28,39,244
840,-440,16784,62,28,33,243
864,-408,16810,64,35,40,243
856,-422,16806,55,39,42,243
844,-426,16800,54,24,41,243
834,-416,16734,67,28,43,243
850,-420,16800,58,33,39,243
852,-420,16794,64,27,33,243
836,-408,16816,64,29,39,243
850,-414,16800,60,32,39,244
850,-416,16776,63,28,39,243
874,-416,16798,60,14,39,243
866,-446,16800,60,25,35,243
850,-434,16744,57,26,38,243
856,-414,16774,57,33,48,243
888,-404,16792,71,38,45,243
890,-400,16772,63,34,35,243
862,-416,16762,57,27,43,243
872,-414,16802,58,19,33,243
868,-402,16800,59,20,46,243
870,-396,16800,57,34,35,243
866,-434,16750,59,36,39,243
874,-408,16800,60,34,39,243
868,-364,16828,67,31,42,243
858,-386,16808,60,36,50,243
858,-406,16778,70,35,32,244
882,-408,16760,60,35,31,244
868,-396,16820,62,23,31,244
862,-408,16816,64,21,35,243
880,-430,16792,70,27,43,244
850,-408,16790,51,33,35,243
862,-390,16830,57,35,39,243
854,-422,16826,72,31,42,243
828,-430,16790,69,25,33,243
842,-420,16806,57,22,38,243
840,-400,16808,58,28,42,244
864,-420,16812,50,27,39,243
856,-414,16764,60,34,24,243
864,-410,16792,75,33,42,243
870,-400,16810,59,22,28,243
842,-432,16772,67,26,26,243
828,-400,16790,63,29,39,243
880,-452,16802,66,28,36,243
848,-434,16814,57,29,35,244
864,-404,16804,62,33,39,243
854,-394,16778,60,22,45,243
864,-408,16800,65,16,50,243
864,-402,16824,66,28,39,243
836,-426,16800,53,25,35,243
864,-416,16776,67,28,42,243
850,-428,16802,60,35,37,243
836,-390,16800,64,28,32,243
858,-396,16814,63,26,43,243
850,-418,16758,62,30,37,243
852,-400,16786,64,25,34,243
860,-402,16824,67,28,40,243
860,-398,16820,61,28,31,243
864,-414,16764,69,36,35,244
842,-414,16816,63,25,35,243
854,-412,16806,67,28,35,243
860,-424,16798,59,30,37,244
842,-412,16770,57,29,39,243
860,-400,16800,60,32,32,243
856,-394,16800,67,35,35,243
864,-404,16800,59,21,40,243
850,-392,16764,71,31,35,243
834,-378,16782,63,35,41,243
864,-422,16784,64,27,38,243
844,-394,16778,73,33,32,243
842,-422,16796,60,31,42,243
870,-408,16796,63,28,35,244
876,-412,16856,63,31,34,243
842,-420,16808,67,24,43,243
876,-394,16788,54,26,35,243
858,-418,16798,57,28,41,243
884,-428,16806,65,28,40,243
848,-410,16794,59,33,35,243
864,-398,16786,61,27,35,243
842,-410,16808,75,35,42,243
844,-408,16800,62,35,42,244
864,-406,16768,58,47,24,243
852,-408,16764,64,50,37,243
860,-390,16784,67,38,34,243
850,-362,16794,58,19,32,243
856,-416,16786,60,29,33,243
864,-412,16788,65,18,40,243
866,-382,16830,64,12,39,243
874,-390,16798,62,8,38,243
842,-412,16842,67,14,35,243
880,-408,16814,57,15,42,243
828,-430,16802,60,45,36,243
874,-418,16808,63,45,36,244
852,-406,16808,56,46,35,243
856,-398,16768,57,43,32,243
870,-388,16782,67,34,43,243
866,-416,16804,60,32,35,243
850,-402,16778,74,24,40,243
836,-416,16800,72,21,35,243
832,-406,16820,61,10,39,243
848,-412,16796,67,9,39,243
850,-400,16806,67,14,30,243
880,-400,16792,60,19,31,243
870,-426,16820,62,31,35,243
852,-372,16828,61,32,46,243
836,-392,16834,60,35,35,243
856,-406,16786,64,47,30,243
854,-414,16806,59,46,37,243
842,-400,16800,70,36,44,244
854,-416,16792,70,32,35,243
838,-404,16780,67,35,45,243
834,-400,16806,64,35,35,243
828,-430,16794,62,28,42,243
870,-386,16804,64,25,36,243
862,-424,16756,70,22,29,243
850,-416,16788,60,18,36,243
856,-422,16836,59,29,39,243
850,-434,16834,64,25,33,243
856,-410,16786,61,31,35,243
868,-416,16812,64,25,39,243
882,-418,16800,65,27,38,243
842,-404,16814,54,30,42,243
852,-402,16778,67,32,35,243
868,-396,16788,57,43,38,243
860,-402,16800,57,32,35,243
856,-412,16798,64,28,37,243
850,-404,16780,58,22,45,243
842,-390,16788,58,24,43,243
872,-428,16816,65,13,32,244
864,-428,16808,67,21,32,243
842,-406,16784,60,22,36,243
850,-390,16806,64,19,32,243
878,-398,16820,56,28,22,243
846,-414,16810,60,27,36,243
864,-430,16792,60,38,31,243
856,-424,16790,57,39,39,244
844,-408,16810,66,40,33,243
848,-408,16806,63,28,45,244
840,-410,16776,64,25,25,243
838,-422,16790,63,33,33,243
856,-430,16806,71,21,38,244
834,-440,16804,59,21,42,244
858,-404,16790,57,17,36,243
850,-398,16794,62,14,39,243
832,-410,16834,66,27,35,243
856,-432,16796,60,28,37,243
848,-422,16800,75,31,45,243
864,-430,16812,55,27,34,244
846,-388,16828,64,36,39,243
854,-404,16814,57,35,39,244
872,-412,16772,65,27,39,243
846,-410,16832,61,32,40,243
864,-406,16828,58,36,35,244
866,-406,16800,64,19,35,243
864,-416,16766,60,29,41,243
878,-396,16814,67,26,38,243
856,-412,16814,57,24,33,243
852,-398,16804,52,42,41,244
862,-408,16802,69,26,39,244
864,-426,16800,64,23,44,243
838,-416,16802,65,18,40,243
846,-406,16796,66,22,41,243
882,-420,16770,66,31,47,243
842,-400,16806,56,27,35,243
844,-416,16818,71,34,28,243
844,-398,16790,53,32,26,244
856,-380,16784,66,32,42,243
844,-394,16794,57,28,44,244
862,-422,16784,62,27,35,244
864,-426,16812,65,31,40,243
852,-416,16802,51,34,37,243
892,-436,16778,60,31,32,243
850,-412,16818,60,32,28,244
866,-408,16812,63,31,38,243
832,-444,16772,69,29,49,244
836,-424,16806,58,31,39,243
836,-408,16824,53,26,35,243
872,-416,16812,65,27,41,243
858,-422,16764,67,22,35,243
858,-404,16784,68,21,34,243
864,-432,16818,61,21,25,243
862,-424,16802,62,39,37,243
874,-416,16788,65,34,32,243
860,-400,16802,71,32,37,243
878,-394,16842,59,32,35,243
866,-430,16800,53,28,35,244
834,-416,16752,60,23,41,243
834,-434,16804,66,19,29,243
876,-408,16830,64,25,31,244
864,-388,16800,59,23,41,243
870,-402,16780,60,19,36,243
864,-406,16776,62,27,40,244
842,-396,16822,59,38,38,243
870,-410,16814,61,39,38,243
846,-394,16796,59,31,37,243
890,-416,16782,57,26,42,243
864,-418,16808,58,24,30,243
850,-430,16784,60,39,46,243
842,-404,16792,69,26,39,244
856,-396,16776,58,25,44,243
850,-404,16808,64,21,39,243
864,-414,16784,64,23,42,243
864,-394,16778,63,29,37,243
858,-408,16778,64,26,27,243
844,-420,16822,67,37,43,243
864,-404,16792,58,39,34,243
852,-434,16788,65,36,35,243
866,-424,16810,64,32,35,243
858,-408,16834,61,27,38,243
878,-430,16804,60,32,43,243
856,-444,16774,65,32,31,243
844,-422,16794,60,32,44,244
850,-408,16804,76,33,34,244
862,-414,16764,63,24,44,243
856,-410,16784,55,37,37,243
854,-430,16820,70,22,26,243
856,-408,16800,59,14,37,244
864,-416,16800,67,24,37,243
868,-414,16778,68,32,43,244
848,-390,16772,55,25,27,244
864,-408,16824,66,35,35,243
878,-402,16818,64,26,42,244
868,-414,16786,60,25,37,243
844,-418,16818,52,25,39,243
838,-394,16826,63,13,31,243
854,-408,16808,67,-13,27,243
872,-394,16758,65,6,39,244
852,-418,16800,59,17,50,244
850,-434,16814,66,38,34,244
866,-394,16800,67,48,36,244
864,-416,16776,64,56,34,243
852,-428,16800,57,43,50,243
848,-418,16820,50,23,36,243
842,-400,16808,61,17,34,243
844,-434,16778,61,18,39,243
850,-414,16814,58,16,31,243
870,-416,16816,63,22,45,243
860,-394,16812,60,14,31,243
870,-406,16792,54,21,46,243
874,-380,16804,66,23,38,243
878,-380,16814,57,46,37,243
862,-416,16796,66,42,40,243
856,-420,16774,65,39,38,243
842,-414,16802,67,39,46,244
854,-430,16830,71,22,37,243
840,-402,16834,64,17,35,243
868,-404,16768,67,23,28,243
854,-422,16800,57,24,44,244
870,-380,16808,57,26,40,243
846,-396,16816,72,22,40,244
834,-394,16754,67,35,39,244
856,-408,16808,70,26,42,243
836,-422,16842,64,35,35,244
848,-440,16794,63,22,28,244
850,-416,16792,61,21,30,243
882,-416,16820,57,28,37,243
862,-438,16784,64,35,38,243
856,-418,16822,68,30,38,243
856,-412,16764,64,37,38,244
852,-412,16792,61,25,34,244
848,-386,16796,58,28,39,244
850,-422,16814,60,38,35,243
882,-456,16776,62,24,46,243
838,-414,16782,63,26,34,243
842,-424,16828,57,27,41,243
846,-422,16810,64,27,35,243
864,-426,16756,64,11,42,243
850,-416,16792,64,19,34,243
850,-418,16820,64,32,46,244
860,-432,16810,55,22,39,243
848,-408,16752,65,23,38,243
828,-386,16806,63,28,38,243
850,-400,16800,66,32,27,244
842,-394,16796,65,49,35,243
828,-410,16770,60,28,35,243
846,-432,16798,68,37,31,243
828,-408,16796,60,16,41,243
856,-426,16790,60,10,33,244
852,-382,16784,67,13,34,243
872,-416,16800,71,19,33,243
864,-400,16796,66,27,34,243
870,-430,16784,64,23,37,243
866,-412,16750,63,37,44,244
868,-412,16770,51,32,38,244
884,-400,16818,68,28,33,243
852,-398,16800,59,39,47,243
880,-402,16780,67,26,41,243
846,-400,16784,57,28,35,243
864,-408,16832,63,23,29,243
874,-400,16784,69,17,35,243
862,-382,16770,64,28,35,243
856,-404,16790,60,32,43,243
868,-412,16814,71,31,28,243
862,-406,16788,68,33,43,243
862,-424,16748,65,35,33,243
828,-408,16796,69,39,35,243
846,-426,16816,71,39,28,243
842,-408,16786,57,43,44,243
854,-424,16770,60,31,35,243
856,-418,16788,62,27,36,243
842,-416,16814,61,25,50,244
856,-404,16812,50,14,32,244
872,-436,16774,64,14,35,243
842,-400,16788,56,16,37,243
856,-416,16796,63,22,37,243
870,-402,16810,62,35,28,243
858,-408,16770,60,43,34,243
834,-400,16816,67,39,49,243
864,-400,16806,68,38,32,243
846,-396,16808,64,33,42,243
860,-396,16800,60,25,37,244
840,-400,16808,69,18,33,244
874,-422,16836,63,14,38,243
870,-394,16804,72,11,27,244
848,-400,16806,59,21,32,243
848,-420,16812,57,21,36,243
868,-406,16800,56,32,43,244
854,-408,16800,57,32,32,243
850,-410,16770,67,33,40,243
864,-392,16818,67,38,28,243
860,-416,16808,65,32,53,243
870,-394,16802,53,32,33,243
850,-402,16784,63,30,38,243
860,-386,16800,65,27,42,243
870,-388,16808,60,18,38,243
860,-416,16792,68,25,42,243
872,-382,16784,60,28,46,243
868,-400,16782,67,33,26,244
852,-406,16806,67,30,41,243
830,-412,16798,67,42,28,243
850,-418,16818,64,32,33,243
842,-416,16800,63,37,40,243
848,-394,16816,62,36,39,243
856,-398,16808,65,28,32,243
850,-412,16804,63,25,34,243
872,-394,16786,63,30,32,243
850,-396,16838,64,25,34,243
854,-398,16814,68,32,37,243
850,-410,16800,63,42,35,243
856,-414,16798,56,32,31,244
868,-406,16834,63,22,45,243
848,-384,16818,56,19,35,244
836,-416,16766,55,33,35,244
864,-410,16806,60,18,37,243
876,-414,16812,63,29,40,243
856,-408,16814,55,29,36,243
842,-408,16774,60,31,40,243
842,-390,16796,62,31,39,243
850,-406,16792,60,32,34,243
864,-402,16800,62,36,30,243
874,-408,16788,58,35,39,243
846,-394,16806,63,32,35,243
870,-396,16816,66,25,41,243
884,-394,16808,60,28,37,243
850,-430,16766,64,22,32,243
864,-408,16792,73,23,43,243
874,-400,16820,60,31,38,243
870,-394,16802,62,26,41,243
870,-410,16782,64,30,35,243
854,-414,16834,70,26,31,243
862,-410,16814,69,32,39,243
850,-406,16796,55,34,26,243
842,-426,16774,62,32,32,243
834,-396,16812,63,35,42,244
830,-416,16830,67,28,38,243
868,-432,16804,60,24,37,243
850,-426,16756,64,26,46,243
852,-398,16806,61,20,25,244
842,-388,16806,56,18,37,243
840,-386,16806,62,32,34,244
850,-436,16776,57,29,35,244
842,-408,16812,62,27,32,243
832,-416,16820,64,20,36,243
862,-416,16828,67,28,42,244
876,-426,16784,60,28,37,244
870,-392,16824,67,24,29,243
842,-408,16818,64,26,29,243
858,-426,16764,64,29,35,243
856,-414,16774,61,32,44,244
844,-388,16792,64,32,36,243
858,-398,16800,66,35,42,243
862,-438,16814,55,30,36,243
864,-412,16794,61,33,30,244
834,-422,16800,64,21,40,243
860,-386,16800,57,29,29,243
864,-394,16796,54,28,32,243
856,-388,16762,68,31,30,243
846,-404,16824,59,28,32,243
852,-436,16820,68,24,34,243
870,-418,16812,64,19,31,243
846,-418,16784,75,30,40,243
856,-400,16818,67,48,40,243
882,-430,16792,70,43,37,243
856,-386,16810,63,50,36,243
858,-402,16788,61,40,45,243
850,-412,16802,71,23,38,243
836,-412,16824,69,23,39,243
834,-390,16810,69,21,37,244
856,-424,16784,67,10,35,243
858,-408,16842,62,20,35,243
854,-398,16834,65,15,42,244
872,-408,16816,64,25,40,243
854,-426,16756,58,42,38,244
840,-426,16792,64,33,33,243
864,-408,16814,68,52,38,243
886,-408,16790,59,33,36,243
880,-436,16782,60,32,35,243
874,-430,16796,63,25,37,243
864,-430,16816,64,17,36,243
856,-408,16782,55,9,41,243
858,-420,16782,64,21,45,243
840,-416,16806,54,16,36,243
856,-402,16804,64,28,29,243
866,-388,16818,60,38,36,243
838,-410,16770,60,38,38,244
870,-394,16812,71,47,34,243
836,-414,16820,71,34,42,243
858,-410,16814,57,33,39,243
856,-438,16770,59,32,35,243
864,-410,16796,72,17,41,243
828,-420,16798,66,25,40,243
856,-408,16784,60,16,41,243
860,-416,16762,60,27,38,243
852,-410,16804,64,28,37,244
856,-414,16820,60,36,46,243
866,-420,16806,64,31,42,244
854,-400,16798,61,35,38,243
856,-414,16806,60,35,37,243
866,-420,16806,68,37,32,243
862,-412,16818,67,32,42,243
890,-418,16782,75,22,37,244
878,-410,16814,57,29,21,243
860,-402,16828,64,21,38,243
870,-416,16784,62,29,45,243
878,-396,16792,70,30,34,244
870,-434,16794,61,31,46,244
856,-404,16840,66,21,39,243
860,-422,16822,67,21,42,244
868,-388,16790,59,32,42,243
856,-410,16814,58,32,33,244
854,-416,16842,67,30,35,244
862,-420,16802,68,33,37,243
874,-414,16800,64,24,40,243
852,-400,16818,60,20,32,243
844,-400,16800,56,33,40,243
850,-400,16778,57,34,33,243
856,-400,16764,58,39,38,244
854,-410,16792,58,42,46,244
874,-408,16810,67,28,41,243
860,-406,16800,64,25,39,243
860,-406,16774,59,17,37,243
854,-404,16792,64,18,46,244
860,-414,16854,58,17,26,243
870,-402,16796,68,10,39,243
864,-376,16772,66,23,51,244
866,-436,16818,58,31,40,243
832,-416,16818,61,39,32,243
878,-422,16792,62,49,41,244
852,-402,16764,63,39,36,244
864,-436,16812,64,39,39,243
864,-402,16782,76,36,39,243
856,-416,16778,57,27,43,243
834,-422,16786,63,27,42,243
868,-390,16778,64,27,33,243
870,-388,16818,64,28,38,243
848,-430,16778,55,29,30,244
856,-414,16800,62,17,39,243
880,-398,16810,61,25,39,244
866,-418,16842,67,30,44,244
848,-390,16802,54,22,41,243
862,-392,16764,60,24,28,243
854,-400,16794,71,43,42,243
856,-382,16782,69,38,37,243
842,-408,16788,63,53,32,243
860,-418,16760,55,35,39,244
842,-394,16778,61,38,36,243
842,-444,16806,67,28,39,243
842,-416,16792,57,17,39,244
856,-432,16788,72,17,40,243
876,-370,16802,67,12,47,244
860,-396,16810,59,4,38,243
876,-418,16800,64,12,37,243
856,-380,16800,55,27,41,243
850,-390,16820,65,34,43,243
866,-394,16820,62,36,39,243
858,-404,16800,66,50,33,244
856,-386,16766,63,44,42,243
862,-416,16800,62,42,36,243
856,-408,16784,60,40,40,243
850,-430,16778,58,35,42,243
842,-416,16760,68,16,36,243
870,-410,16798,60,14,28,243
870,-394,16826,68,10,38,244
856,-402,16788,60,21,35,244
850,-408,16814,57,25,39,243
850,-392,16828,68,34,49,243
870,-430,16812,60,25,28,244
850,-420,16808,59,34,30,243
836,-400,16792,63,45,36,244
838,-418,16784,58,43,43,243
860,-410,16802,68,36,47,243
892,-426,16778,60,39,41,243
876,-426,16738,70,32,28,243
844,-400,16758,67,27,39,243
826,-412,16800,64,24,35,244
868,-408,16784,61,14,31,243
842,-416,16764,59,15,25,243
854,-398,16794,61,14,37,243
852,-438,16800,64,12,40,244
850,-406,16814,63,20,46,243
852,-400,16802,64,37,41,243
860,-400,16820,73,27,41,244
850,-428,16842,64,44,36,243
872,-404,16792,57,40,34,243
874,-392,16774,64,35,38,243
850,-388,16778,64,39,44,244
876,-426,16812,57,34,32,243
864,-400,16814,69,31,37,243
864,-388,16758,69,20,41,243
850,-390,16792,58,15,37,243
864,-386,16786,68,24,46,244
868,-434,16814,53,28,35,243
846,-400,16772,63,25,36,244
868,-398,16804,57,21,30,243
864,-416,16834,60,30,36,243
870,-384,16818,66,23,36,243
850,-416,16788,67,32,30,243
850,-424,16784,56,44,39,243
876,-416,16820,63,35,50,243
840,-408,16800,64,42,28,243
886,-418,16766,67,42,45,243
852,-426,16802,62,36,52,243
834,-416,16786,64,35,42,243
870,-416,16806,64,32,45,243
870,-428,16780,62,20,31,244
842,-418,16814,69,27,32,243
852,-418,16820,60,31,32,244
854,-412,16806,62,23,39,243
856,-412,16790,64,26,45,243
864,-400,16806,61,32,39,243
870,-420,16822,59,24,40,243
846,-414,16808,53,32,43,243
850,-408,16778,56,39,36,243
866,-400,16772,63,40,39,243
878,-414,16786,64,34,42,243
844,-394,16802,60,30,25,244
858,-412,16766,65,28,33,243
864,-394,16802,64,25,38,243
856,-422,16818,67,20,37,243
878,-430,16814,62,21,39,243
864,-436,16796,61,15,34,243
866,-438,16788,67,23,32,243
862,-422,16822,60,31,33,243
860,-408,16800,60,40,42,244
846,-422,16792,60,36,43,243
870,-436,16794,57,33,34,243
846,-406,16788,69,38,32,244
832,-416,16800,60,35,37,243
856,-404,16764,67,32,35,243
862,-420,16780,60,26,35,243
864,-400,16810,60,31,37,244
856,-402,16810,53,25,32,244
848,-414,16752,66,22,31,243
874,-408,16802,59,25,28,243
828,-412,16824,71,24,42,244
856,-416,16798,62,32,39,243
842,-398,16794,64,33,38,243
848,-414,16806,57,29,35,243
846,-400,16830,63,42,32,243
826,-442,16798,63,29,47,243
858,-432,16774,61,28,42,243
860,-404,16792,64,39,39,243
874,-392,16794,57,29,35,243
854,-386,16776,67,30,38,243
852,-420,16784,64,34,37,244
864,-406,16780,66,32,29,244
838,-418,16806,69,25,40,243
862,-388,16796,70,25,47,243
866,-400,16784,57,23,40,244
870,-394,16836,60,13,32,243
860,-438,16804,67,25,35,243
858,-424,16818,60,18,36,243
868,-420,16764,69,31,42,243
850,-398,16822,64,35,49,243
842,-390,16820,62,42,44,243
856,-386,16822,66,45,39,243
830,-410,16748,63,36,33,243
862,-406,16800,67,41,33,244
878,-406,16784,62,25,31,243
860,-438,16778,68,26,28,243
864,-420,16750,63,21,35,243
852,-416,16784,57,24,42,243
838,-418,16804,49,25,28,243
882,-394,16828,67,14,35,243
870,-406,16786,60,28,41,243
842,-430,16816,57,26,37,243
850,-418,16842,60,31,44,243
854,-414,16802,60,28,33,244
858,-416,16808,64,20,32,243
870,-394,16812,68,42,33,244
878,-400,16800,63,27,32,243
870,-404,16798,53,32,34,243
848,-390,16778,68,42,41,243
878,-408,16760,58,32,40,244
844,-424,16784,67,40,35,243
850,-410,16792,57,25,36,243
818,-404,16784,58,26,28,244
852,-408,16796,53,20,31,244
856,-430,16814,65,23,42,244
856,-386,16812,68,23,44,243
860,-394,16802,58,18,35,243
840,-416,16826,60,23,35,243
858,-394,16826,67,23,40,243
864,-422,16786,55,38,32,243
834,-410,16770,64,42,44,243
852,-420,16814,64,44,34,244
882,-430,16774,52,46,40,243
844,-420,16770,62,39,35,243
890,-430,16746,68,35,33,243
848,-416,16792,58,32,42,243
846,-400,16836,67,17,34,243
854,-426,16802,59,2,32,243
842,-416,16800,57,6,38,243
840,-430,16834,63,13,49,243
880,-414,16830,59,17,32,243
870,-428,16818,58,33,36,243
870,-416,16816,63,42,33,243
850,-384,16792,58,44,36,243
856,-406,16824,56,54,36,243
856,-408,16784,67,48,34,244
842,-394,16770,64,46,42,243
824,-392,16766,56,40,39,243
820,-430,16782,64,35,40,243
836,-410,16776,60,14,39,243
856,-400,16756,64,0,34,244
880,-412,16800,58,3,35,244
850,-428,16806,69,3,46,243
862,-418,16818,71,7,36,243
886,-436,16782,59,17,38,243
844,-416,16816,66,48,38,243
854,-408,16842,71,40,42,243
870,-396,16814,64,48,38,243
860,-430,16766,71,54,50,244
856,-408,16802,63,53,45,243
860,-416,16792,56,46,43,243
864,-394,16800,60,33,48,243
878,-412,16752,51,25,36,243
848,-410,16778,67,17,43,243
854,-416,16820,66,10,36,244
856,-400,16770,62,12,43,244
858,-416,16802,64,15,41,243
844,-412,16828,60,14,38,244
874,-428,16824,60,26,33,244
864,-412,16794,64,37,38,243
850,-392,16800,57,39,43,243
848,-414,16802,61,42,44,243
842,-414,16828,71,42,36,243
854,-434,16788,62,35,33,243
858,-398,16768,57,24,40,243
864,-400,16794,70,29,38,244
820,-414,16784,67,30,36,243
842,-400,16770,56,29,36,243
834,-396,16768,51,35,33,243
850,-412,16808,64,14,40,243
844,-402,16824,69,28,36,243
856,-404,16816,66,21,36,243
846,-410,16796,60,21,31,243
836,-390,16842,55,21,35,243
864,-412,16814,53,18,36,244
850,-390,16820,53,35,44,243
846,-398,16770,58,29,39,243
856,-402,16790,57,33,41,243
864,-406,16824,64,36,42,243
846,-408,16770,74,40,40,243
828,-422,16728,66,34,44,243
834,-424,16788,64,35,28,244
856,-436,16806,70,25,34,243
858,-408,16792,65,28,31,243
868,-398,16752,59,21,40,243
862,-400,16832,60,19,36,244
866,-440,16800,66,11,27,243
856,-402,16806,64,23,31,244
876,-382,16780,62,33,30,243
862,-444,16838,60,37,33,243
856,-410,16810,67,46,45,243
858,-404,16778,57,46,34,243
870,-382,16758,52,43,36,243
852,-418,16784,75,45,49,243
838,-380,16784,67,33,42,243
876,-402,16774,64,22,47,243
852,-418,16786,52,11,32,243
856,-440,16796,64,16,42,243
854,-416,16826,60,15,39,244
860,-430,16814,60,8,32,243
856,-410,16792,57,14,40,243
884,-434,16824,60,34,37,243
872,-400,16858,61,43,40,243
868,-398,16778,60,50,42,243
870,-432,16756,62,46,21,243
860,-408,16792,65,44,34,243
846,-408,16784,57,34,39,243
860,-418,16758,64,28,39,243
838,-396,16756,64,29,39,243
838,-410,16778,61,28,36,243
854,-416,16786,66,25,35,243
836,-400,16820,56,28,32,244
854,-442,16800,57,18,36,243
852,-420,16784,64,19,40,243
864,-406,16814,64,31,25,243
850,-408,16800,64,29,44,243
856,-416,16810,62,33,35,243
848,-424,16810,63,33,39,243
874,-412,16794,67,28,41,243
858,-416,16792,62,32,52,244
862,-410,16794,65,42,38,243
846,-412,16786,63,35,32,244
864,-416,16792,61,32,35,243
860,-424,16774,63,36,29,244
846,-394,16754,60,30,34,243
850,-422,16812,68,25,52,243
856,-402,16824,68,22,34,243
864,-388,16794,52,15,31,243
842,-408,16808,56,12,42,243
864,-416,16796,67,14,35,243
876,-410,16834,60,14,43,243
862,-408,16820,53,35,36,243
856,-436,16780,57,38,34,243
850,-426,16790,55,42,28,244
870,-422,16780,60,39,43,243
856,-416,16766,69,45,38,243
848,-426,16752,64,36,28,244
854,-416,16800,64,25,43,243
870,-410,16796,69,21,48,243
848,-406,16796,68,13,35,244
856,-412,16796,64,10,41,243
886,-386,16808,72,10,43,244
846,-422,16868,64,17,44,243
868,-416,16800,55,32,42,244
870,-408,16800,61,39,41,243
860,-398,16814,55,46,36,244
836,-408,16808,53,40,37,243
874,-404,16796,65,44,32,244
846,-418,16788,53,30,40,243
848,-386,16766,60,35,39,243
864,-400,16778,60,28,39,243
838,-424,16764,73,26,34,243
864,-402,16752,55,9,41,243
864,-398,16800,60,17,32,243
878,-410,16786,69,12,52,243
878,-394,16812,62,24,39,243
864,-388,16778,59,24,34,244
862,-386,16818,57,32,37,243
870,-408,16824,60,42,35,243
866,-408,16826,55,40,39,243
856,-412,16796,58,42,46,243
858,-414,16814,67,34,35,243
842,-408,16792,61,42,40,243
856,-430,16792,56,30,40,243
850,-414,16778,56,23,42,243
858,-380,16796,68,27,38,243
882,-388,16798,57,21,38,243
860,-390,16774,78,21,46,243
842,-416,16762,60,18,41,243
856,-412,16804,64,32,46,243
858,-436,16820,61,25,46,243
856,-416,16834,71,19,39,244
868,-398,16814,54,21,37,243
848,-422,16810,63,20,26,244
884,-412,16832,71,42,35,243
850,-416,16784,63,42,45,243
860,-400,16776,65,43,33,244
850,-444,16794,64,50,32,243
868,-416,16806,51,45,35,243
872,-406,16784,65,34,40,243
854,-430,16764,70,28,45,243
864,-410,16786,66,26,39,243
852,-398,16838,70,9,41,243
852,-418,16820,63,8,37,243
882,-402,16798,76,17,42,244
884,-440,16802,58,16,31,243
864,-446,16836,68,27,39,244
858,-388,16802,60,23,33,244
870,-412,16764,64,35,42,243
874,-416,16808,61,46,40,243
856,-408,16824,69,42,37,243
840,-414,16788,56,35,35,244
870,-404,16758,60,38,39,243
864,-402,16804,62,25,36,243
874,-428,16800,65,28,42,244
850,-424,16774,58,14,35,243
848,-408,16778,67,19,40,243
854,-418,16800,64,17,30,243
868,-444,16814,77,29,40,243
850,-402,16778,60,29,35,243
838,-436,16782,60,33,35,243
854,-412,16824,64,35,39,244
864,-428,16854,76,42,38,243
866,-430,16828,58,35,35,243
846,-430,16782,66,27,31,243
854,-426,16790,62,30,36,243
856,-394,16814,63,30,38,243
848,-448,16798,64,25,35,243
842,-418,16778,53,18,39,243
842,-402,16768,66,17,44,243
870,-424,16790,57,22,43,243
850,-400,16812,67,29,41,244
856,-410,16750,65,25,28,243
882,-418,16792,64,25,42,243
868,-394,16806,53,21,32,243
870,-416,16812,68,30,41,243
854,-438,16770,71,31,37,243
864,-406,16796,70,46,36,243
854,-412,16820,67,32,43,243
876,-416,16780,61,33,33,243
864,-394,16766,60,30,42,243
856,-394,16798,59,36,24,244
848,-390,16808,65,25,44,243
848,-398,16796,60,25,39,244
826,-414,16780,65,17,36,244
864,-416,16798,63,41,37,243
850,-422,16802,70,34,38,243
872,-430,16786,65,32,28,243
842,-408,16784,65,25,39,244
864,-406,16778,64,21,30,243
856,-402,16800,74,17,35,243
866,-406,16782,66,22,38,243
842,-408,16770,62,26,39,244
856,-412,16802,61,46,34,243
856,-392,16828,60,38,30,244
856,-418,16784,59,40,39,244
872,-430,16756,67,25,32,243
852,-430,16822,64,28,37,244
858,-414,16806,67,21,35,243
870,-408,16790,64,28,42,243
854,-414,16806,66,25,48,244
844,-420,16824,60,22,43,244
842,-414,16814,63,28,31,243
836,-400,16784,65,32,30,243
842,-400,16764,60,38,32,244
